track_name,artist,genre,play_count,danceability,energy,valence,tempo
Wretched Soul,The Pineapple Thief,Progressive Rock,23,0.22,0.763,0.651,137.9
Synchronicity II,The Police,Other,3,0.838,0.802,0.281,93.9
Bad Girlfriend,Theory of a Deadman,Other,12,0.142,0.703,0.717,63.6
Quit Playing Games (With My Heart),Backstreet Boys,Pop,4,0.681,0.737,0.013,136.9
Wake Up Call - Mark Ronson Remix,Maroon 5,Pop Rock,4,0.974,0.099,0.623,178.1
The Beacons Of Somewhere Sometime - Part 1: Maelstrom,Subsignal,Other,8,0.626,0.488,0.517,116.2
Jardín de Gente,Spinetta Y Los Socios Del Desierto,Other,6,0.905,0.502,0.516,165.9
The Blower's Daughter,Damien Rice,Other,11,0.342,0.2,0.0743,133.113
Pulling Teeth,Green Day,Punk Rock,4,0.144,0.594,0.56,141.1
400 Lux,Lorde,Pop,8,0.593,0.391,0.92,105.7
Smooth Criminal,Alien Ant Farm,Other,14,0.653,0.964,0.87,126.928
Plastic World,Entwine,Other,3,0.611,0.144,0.384,171.5
"Nocturne No. 14 In F Sharp Minor, Op. 48 No. 2",Frédéric Chopin,Classical,21,0.802,0.869,0.622,114.1
Amaranth,Nightwish,Symphonic Metal,9,0.678,0.413,0.206,122.9
A Cara de Perro,Carajo,Other,3,0.157,0.309,0.606,119.4
Already Gone,Sleeping At Last,Other,4,0.418,0.248,0.298,130.953
Fullmoon,Sonata Arctica,Power Metal,4,0.554,0.278,0.159,148.9
This Love,Maroon 5,Pop Rock,87,0.761,0.153,0.606,105.3
The Depth of Self-Delusion,Riverside,Other,52,0.481,0.754,0.427,91.1
Better That We Break,Maroon 5,Pop Rock,12,0.594,0.524,0.872,128.8
Crazy On You,Heart,Other,5,0.427,0.459,0.383,129.878
Closer to an Animal,Sonata Arctica,Power Metal,22,0.743,0.891,0.436,147.9
(I Can't Make It) Another Day (feat. Lenny Kravitz),Michael Jackson,Pop,3,0.179,0.802,0.648,105.4
Universal Mind,Liquid Tension Experiment,Other,13,0.647,0.429,0.667,140.5
The Thief,The Dear Hunter,Progressive Rock,5,0.624,0.165,0.567,138.0
Save a Prayer - Single Version,Duran Duran,Other,15,0.676,0.484,0.471,137.9
Rival,Soen,Other,13,0.443,0.579,0.713,137.1
MALAMENTE - Cap.1: Augurio,ROSALÍA,Other,3,0.368,0.229,0.73,110.7
Army Of Me,Björk,Other,6,0.895,0.269,0.712,94.7
I Found,Amber Run,Other,11,0.567,0.303,0.252,124.949
Suffocated,Orianthi,Other,4,0.237,0.804,0.123,85.5
Rapto,Gustavo Cerati,Latin Rock,5,0.817,0.527,0.286,111.0
Brother Louie,Modern Talking,Other,6,0.783,0.836,0.831,108.966
They Call Me The Breeze,Eric Clapton,Other,5,0.914,0.59,0.711,123.7
Plateau,Nirvana,Grunge,4,0.749,0.283,0.727,155.5
Father,The Dear Hunter,Progressive Rock,6,0.586,0.521,0.587,105.5
"Side 3, Pt. 7: Talkin' Hawkin'",Pink Floyd,Progressive Rock,3,0.545,0.669,0.786,121.3
The Man Who Can't Be Moved - Acoustic,The Script,Pop Rock,3,0.182,0.503,0.829,104.0
La Solis Pizarro,Los Huayra,Other,8,0.811,0.671,0.433,126.5
Puesto,Babasonicos,Other,3,0.55,0.583,0.868,83.5
FÜHRE MICH,Rammstein,Other,11,0.187,0.104,0.867,130.1
Dante's Inferno,Spor,Other,14,0.274,0.897,0.6,116.6
Mr. Brightside,The Killers,Indie Rock,7,0.827,0.938,0.137,90.9
Doesn't Remind Me,Audioslave,Other,8,0.897,0.398,0.276,158.0
Eternal Rest,Avenged Sevenfold,Hard Rock,4,0.602,0.362,0.343,96.6
ROTER SAND - ORCHESTER VERSION,Rammstein,Other,10,0.182,0.466,0.282,107.6
Silver Night,The Rasmus,Alternative Rock,11,0.312,0.098,0.331,89.6
Yes Please,Muse,Alternative Rock,7,0.484,0.635,0.507,102.2
Vertical,Votum,Other,5,0.425,0.493,0.375,88.0
Cedarwood Road - From Acoustic Sessions,U2,Other,3,0.86,0.224,0.23,145.6
Undertow,Chroma Key,Other,8,0.471,0.86,0.654,147.1
Ghosts,VOLA,Other,4,0.693,0.808,0.432,165.2
Postcard,Steven Wilson,Progressive Rock,16,0.518,0.517,0.66,103.6
Every Little Thing She Does Is Magic - Remastered 2003,The Police,Other,26,0.244,0.431,0.922,146.4
The Prisoner - 2015 Remaster,Iron Maiden,Metal,4,0.27,0.134,0.346,158.3
Jamming - Tropkillaz Remix,Bob Marley & The Wailers,Other,7,0.508,0.233,0.327,121.7
Fix Me,10 Years,Other,9,0.448,0.84,0.234,157.975
Lucky You (feat. Joyner Lucas),Eminem,Hip Hop,6,0.51,0.213,0.287,116.6
Then Came the Last Days of May,Blue Öyster Cult,Other,3,0.367,0.609,0.443,149.386
The Distance,Poets of the Fall,Alternative Rock,3,0.051,0.482,0.53,117.7
Comfort Zone,Beardfish,Other,5,0.552,0.749,0.581,138.0
Cavernícolas,Ricardo Arjona,Other,9,0.812,0.42,0.106,159.1
Blackest Eyes,Porcupine Tree,Progressive Rock,28,0.34,0.596,0.259,110.9
In the End,Linkin Park,Alternative Rock,112,0.556,0.864,0.4,105.143
Amazing,Aerosmith,Classic Rock,3,0.605,0.256,0.104,118.2
The Trouble With Us,Marcus Marr,Other,3,0.482,0.632,0.362,144.2
Invaded,Tokio Hotel,Other,4,0.587,0.254,0.449,112.3
Nothing Compares 2 U (Feat. Scott Slusher),Mike Massé,Other,9,0.34,0.351,0.789,71.2
Forgiveness,Editors,Other,3,0.357,0.666,0.843,132.1
Saturday,Twenty One Pilots,Pop Rock,4,0.456,0.332,0.436,117.1
Need You Tonight,INXS,Other,3,0.317,0.466,0.938,154.1
Stranded,Gojira,Other,16,0.513,0.88,0.495,92.358
In Your Room,Depeche Mode,Electronic,9,0.498,0.586,0.352,121.0
Hold Me While You Wait,Lewis Capaldi,Other,68,0.389,0.421,0.257,133.7
Soldier Of Fortune - 2009 Digital Remaster,Deep Purple,Classic Rock,4,0.533,0.313,0.225,133.615
Glory And Gore,Lorde,Pop,5,0.447,0.432,0.564,115.5
Even My Dad Does Sometimes,Ed Sheeran,Pop,27,0.248,0.009,0.9,178.1
Bleed The Freak,Alice In Chains,Grunge,4,0.245,0.749,0.221,118.363
The Poet And The Pendulum,Nightwish,Symphonic Metal,11,0.671,0.587,0.855,106.6
I Miss the Misery,Halestorm,Other,33,0.469,0.969,0.476,164.042
I Don't Miss You at All,FINNEAS,Pop,11,0.905,0.537,0.607,109.6
Cuando Ya Me Empiece a Quedar Solo,Sui Generis,Other,12,0.185,0.534,0.737,109.0
Obvious,blink-182,Punk Rock,11,0.812,0.339,0.138,94.3
Heaven,The Psychedelic Furs,Other,3,0.497,0.419,0.499,94.6
The Love You Left Behind,Michael Schulte,Other,5,0.914,0.875,0.581,84.5
My Mistake,Gabrielle Aplin,Other,3,0.47,0.271,0.0943,145.902
Blackout,Scorpions,Other,5,0.624,0.735,0.717,163.6
Cry for the Moon (Live in Miskolc),Epica,Symphonic Metal,3,0.309,0.889,0.832,97.5
"Tears in Heaven - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",Eric Clapton,Other,60,0.75,0.236,0.088,109.2
Derelict Herds,Opeth,Progressive Metal,5,0.775,0.227,0.794,139.5
The Sin and the Sentence,Trivium,Other,7,0.517,0.97,0.476,100.036
Best Mistake,Ariana Grande,Pop,23,0.452,0.458,0.442,102.7
"Side 3, Pt. 6: Allons-y (2)",Pink Floyd,Progressive Rock,3,0.708,0.646,0.119,157.5
Nocturnal Me,Ghost,Other,19,0.092,0.852,0.728,112.1
Riding with the King,Eric Clapton,Other,3,0.462,0.796,0.824,204.028
Crimen,Bunbury,Other,3,0.516,0.768,0.682,135.0
The Wolves Die Young,Sonata Arctica,Power Metal,24,0.884,0.8,0.669,142.3
Maybe,SICK PUPPIES,Other,4,0.476,0.922,0.591,167.916
Born For One Thing,Gojira,Other,3,0.215,0.971,0.376,145.913
Death Whispered a Lullaby,Opeth,Progressive Metal,50,0.567,0.445,0.143,149.985
"Take Me To Church - Live From Spotify, London",Hozier,Other,3,0.707,0.793,0.655,111.9
It Only Gets Much Worse,Nate Ruess,Other,3,0.458,0.257,0.808,96.2
Three Nil,Slipknot,Metal,3,0.506,0.154,0.67,138.3
Prince Of Darkness - Remastered 2004,Megadeth,Metal,4,0.51,0.718,0.318,86.8
Sheena Is a Punk Rocker - 2017 Remaster,Ramones,Punk Rock,8,0.434,0.685,0.802,134.6
Eyes Of The Devil,Seether,Hard Rock,6,0.542,0.503,0.342,112.9
Bellyache - Marian Hill Remix,Billie Eilish,Pop,6,0.553,0.213,0.436,114.6
Dulce condena,Los Rodriguez,Other,5,0.629,0.453,0.663,142.4
Summertime Sadness,Lana Del Rey,Pop,3,0.479,0.519,0.235,120.1
The Gods Must Be Crazy!,Periphery,Other,5,0.133,0.54,0.893,119.4
Could You Be Loved,Bob Marley & The Wailers,Other,3,0.575,0.832,0.63,154.7
Face The Change,INXS,Other,4,0.933,0.084,0.099,138.7
Hollywood,Lewis Capaldi,Other,4,0.282,0.674,0.443,144.9
Just A Car Crash Away,Marilyn Manson,Other,10,0.32,0.493,0.204,92.8
You Give Love A Bad Name,Bon Jovi,Classic Rock,10,0.589,0.751,0.521,147.0
Duality,Slipknot,Metal,42,0.354,0.982,0.194,143.772
That Shore,The Pineapple Thief,Progressive Rock,96,0.295,0.615,0.413,142.5
Como Eran Las Cosas,Babasonicos,Other,3,0.265,0.849,0.642,111.9
Wish You Were Here,Incubus,Other,3,0.473,0.881,0.47,142.8
Seminare (Remasterizado 2021),Serú Girán,Other,3,0.316,0.43,0.564,127.8
Leaving California,Maroon 5,Pop Rock,46,0.745,0.168,0.662,120.0
Mudshovel,Staind,Other,15,0.328,0.826,0.341,106.606
There Is,Box Car Racer,Other,11,0.74,0.62,0.294,115.2
Watch Your Words,Alter Bridge,Hard Rock,8,0.27,0.187,0.558,137.6
LUNCH,Billie Eilish,Pop,35,0.258,0.366,0.75,121.0
Panic Show,La Renga,Latin Rock,4,0.41,0.839,0.796,70.3
Two,Sleeping At Last,Other,5,0.504,0.327,0.299,132.803
Brohemian Rhapsody,blink-182,Punk Rock,3,0.635,0.567,0.328,111.9
Lux Aeterna,Clint Mansell,Other,11,0.38,0.246,0.0573,133.805
The Black Dog,Taylor Swift,Pop,3,0.641,0.646,0.853,155.1
Lamento Boliviano,Los Enanitos Verdes,Other,4,0.139,0.341,0.806,98.9
Midlife Crisis,Faith No More,Other,6,0.517,0.587,0.177,79.0
Music for the Head,Porcupine Tree,Progressive Rock,8,0.716,0.878,0.773,141.5
The Bitter Suite 3: Embrace,The Dear Hunter,Progressive Rock,10,0.715,0.776,0.516,122.0
The Saints Of Violence And Innuendo,Shinedown,Hard Rock,3,0.579,0.739,0.535,149.3
Slide Away - 2014 Remaster,Oasis,Indie Rock,9,0.256,0.284,0.257,161.5
Kiss,Prince,Other,12,0.18,0.084,0.565,92.8
Creating God,Avenged Sevenfold,Hard Rock,50,0.813,0.236,0.377,151.9
"Junkie - Live at Budokan Hall, Tokyo, Japan - February 2002",Ozzy Osbourne,Other,5,0.421,0.504,0.446,95.0
April Rain,Delain,Other,3,0.264,0.404,0.664,127.4
Daddy's Cassette,c152,Other,3,0.326,0.333,0.129,142.5
Trátame Suavemente - Remasterizado 2007,Soda Stereo,Latin Rock,23,0.648,0.192,0.202,115.0
Bye Bye Bye - From Deadpool and Wolverine Soundtrack,*NSYNC,Other,31,0.35,0.481,0.833,129.0
Em Calls Paul - Skit,Eminem,Hip Hop,8,0.711,0.504,0.642,122.0
Save Me,Shinedown,Hard Rock,20,0.664,0.422,0.132,81.7
La Nave,Massacre,Other,10,0.457,0.178,0.609,113.9
Trade Mistakes,Panic! At The Disco,Pop Rock,29,0.702,0.532,0.142,89.9
Happy Days,Closure in Moscow,Other,12,0.538,0.707,0.546,157.5
Jeremy,Pearl Jam,Grunge,47,0.285,0.846,0.287,108.808
Secret to the End,Depeche Mode,Electronic,5,0.467,0.499,0.952,139.6
Invisible Monster,Dream Theater,Progressive Metal,8,0.501,0.47,0.598,167.1
N.I.B.,Black Sabbath,Classic Rock,3,0.354,0.675,0.561,153.3
Out Ta Get Me,Guns N' Roses,Classic Rock,4,0.373,0.485,0.442,72.4
Nací para Esto,Gustavo Cerati,Latin Rock,3,0.311,0.697,0.201,145.2
Walking On The Moon,The Police,Other,95,0.824,0.781,0.503,148.9
Sowing The Seeds Of Love,Tears For Fears,Other,4,0.526,0.622,0.062,139.3
Radioactive,Imagine Dragons,Pop Rock,60,0.448,0.784,0.236,136.245
The Thin Ice,Pink Floyd,Progressive Rock,12,0.406,0.128,0.191,110.272
Big Freeze,Muse,Alternative Rock,39,0.242,0.346,0.461,117.1
Not Your Fault,AWOLNATION,Other,3,0.264,0.5,0.431,115.1
Funny Ways,Gentle Giant,Progressive Rock,4,0.147,0.057,0.581,165.6
Feuer frei!,Rammstein,Other,28,0.366,0.84,0.626,120.4
Au Revoir,Igorrr,Other,3,0.121,0.789,0.693,92.8
Dando Vueltas En El Aire,Fito Paez,Latin Rock,7,0.255,0.264,0.801,148.7
Mercy in You,Depeche Mode,Electronic,12,0.425,0.465,0.55,157.2
Everything Falls Apart,Korn,Metal,3,0.687,0.643,0.817,100.3
Against All Odds (Take a Look at Me Now) - 2016 Remaster,Phil Collins,Other,10,0.905,0.528,0.152,133.4
"Lothlorien (feat. ""Lament for Gandalf"")",Howard Shore,Soundtrack,3,0.34,0.22,0.467,93.3
Cadáver exquisito,Fito Paez,Latin Rock,31,0.709,0.545,0.499,113.2
The Universal - 2012 Remaster,Blur,Other,9,0.341,0.573,0.166,109.4
It's So Easy,Guns N' Roses,Classic Rock,4,0.374,0.973,0.218,150.634
Way Away,Yellowcard,Other,8,0.723,0.205,0.071,105.4
We Hold On,Rush,Progressive Rock,15,0.489,0.612,0.461,117.0
Unbound (The Wild Ride),Avenged Sevenfold,Hard Rock,39,0.556,0.868,0.205,105.6
An Escape,The Dear Hunter,Progressive Rock,31,0.93,0.79,0.675,79.3
Sister Sin,Nickelback,Other,4,0.43,0.624,0.656,133.7
Born To Be Wild,Steppenwolf,Other,3,0.438,0.71,0.53,145.928
Karma Police,Radiohead,Alternative Rock,18,0.36,0.501,0.324,74.807
Father,The Dear Hunter,Progressive Rock,5,0.488,0.832,0.827,93.3
Adagio - Bonus Track,Henry Jackman,Other,3,0.576,0.445,0.304,152.4
"Paint It, Black",The Rolling Stones,Classic Rock,9,0.464,0.795,0.612,158.691
Do Nothing Till You Hear From Me,Robbie Williams,Pop Rock,3,0.493,0.289,0.752,166.3
Beauty And The Beast,The Mayan Factor,Other,20,0.63,0.238,0.554,152.7
Life,Sonata Arctica,Power Metal,13,0.502,0.102,0.803,100.0
Egoist Hedonist,Riverside,Other,3,0.467,0.47,0.086,114.9
Take Me Home Tonight,Eddie Money,Other,6,0.599,0.382,0.301,139.2
400 Lux,Lorde,Pop,11,0.385,0.268,0.878,88.9
Cenotaph,Ghost,Other,5,0.402,0.29,0.141,135.8
Snap Out of It,Arctic Monkeys,Indie Rock,55,0.423,0.422,0.218,144.1
Special K,Placebo,Alternative Rock,12,0.907,0.162,0.561,96.4
Pensar - En Vivo,No Te Va Gustar,Latin Rock,3,0.457,0.613,0.554,118.1
The Score Evolved: Reel 1 (Diary),Angels & Airwaves,Other,7,0.91,0.538,0.577,146.4
Glasgow Kiss,John Petrucci,Other,14,0.473,0.584,0.613,89.3
Sacate la Mierda - En Vivo,Carajo,Other,23,0.48,0.964,0.204,109.004
The Call of the Mountains,Eluveitie,Other,3,0.203,0.607,0.237,109.4
Run - Revised Album Version,Snow Patrol,Other,23,0.328,0.844,0.75,95.0
Take Your Shot,The Pineapple Thief,Progressive Rock,70,0.256,0.589,0.815,125.0
Space - Acoustic Version,Biffy Clyro,Other,6,0.567,0.481,0.657,135.1
Hugs,The Lonely Island,Other,4,0.367,0.278,0.651,110.7
Rise,The Rasmus,Alternative Rock,4,0.556,0.54,0.129,112.0
Concerning Hobbits,Howard Shore,Soundtrack,8,0.874,0.123,0.766,123.5
Bring Me To Life,Evanescence,Hard Rock,18,0.411,0.853,0.539,141.7
Cryoshock (feat. Mel Rose),Mechina,Other,3,0.431,0.362,0.379,120.5
Otherside,Red Hot Chili Peppers,Alternative Rock,33,0.458,0.795,0.513,123.229
This Celluloid Dream,AFI,Other,4,0.296,0.273,0.608,100.8
(Lover) You Don't Treat Me No Good - triple j Like A Version,Chet Faker,Electronic,4,0.262,0.351,0.537,99.1
Green Light,Lorde,Pop,5,0.906,0.577,0.726,102.7
XII. Orlando: Persistence Of Images,Max Richter,Other,3,0.559,0.793,0.959,101.4
"I'll Follow You - Live from The Live Room Sessions, Henson Recording Studios, Hollywood, CA",Shinedown,Hard Rock,10,0.361,0.096,0.822,123.3
Partners in Crime,FINNEAS,Pop,7,0.791,0.691,0.214,132.5
"Nocturne No. 19 in E Minor, Op. 72, No. 1",Frédéric Chopin,Classical,13,0.653,0.737,0.9,160.2
Dancer In The Dark,The Rasmus,Alternative Rock,15,0.823,0.327,0.642,131.5
Blessed Be The Dead,Megadeth,Metal,4,0.64,0.445,0.55,75.8
This Heart of Mine (I Pledge),Pain of Salvation,Other,14,0.125,0.291,0.111,126.9
One,Metallica,Metal,6,0.518,0.892,0.679,133.7
Shoelaces,Dario Marianelli,Soundtrack,6,0.787,0.725,0.448,83.8
While We Sleep,Insomnium,Other,4,0.46,0.982,0.267,112.507
Watch Over You,Alter Bridge,Hard Rock,10,0.221,0.656,0.128,172.32
Come Live With Me - Remastered 2006,Heaven 17,Other,3,0.881,0.561,0.65,138.6
The Child Inside,Depeche Mode,Electronic,4,0.833,0.858,0.333,135.3
Friends Will Be Friends Will Be Friends - Remastered 2011,Queen,Classic Rock,11,0.792,0.819,0.526,138.6
Still Take You Home,Arctic Monkeys,Indie Rock,7,0.599,0.946,0.653,108.934
Nada Salvaje,Eruca Sativa,Latin Rock,10,0.791,0.493,0.472,120.9
The Flood - Live At Rockefeller Music Hall,Leprous,Progressive Metal,10,0.261,0.34,0.384,113.6
Hail To The Victor,Thirty Seconds To Mars,Alternative Rock,38,0.57,0.723,0.44,145.001
Shoot Love,Maroon 5,Pop Rock,22,0.477,0.529,0.861,129.6
Creature Comfort,Arcade Fire,Indie Rock,11,0.232,0.26,0.835,124.4
The Sinner in Me,Depeche Mode,Electronic,9,0.45,0.116,0.481,92.9
Chevaliers De Sangreal - From The Da Vinci Code Original Motion Picture Soundtrack,Hans Zimmer,Soundtrack,4,0.237,0.866,0.321,146.5
Siempre Puedes Olvidar,Charly García,Other,6,0.371,0.79,0.036,148.8
Is It Any Wonder?,Keane,Other,12,0.719,0.181,0.432,109.6
"Symphony No. 25 in G Minor, K. 183: I. Allegro con brio",Wolfgang Amadeus Mozart,Classical,3,0.428,0.237,0.357,79.904
Postcards,James Blunt,Other,5,0.728,0.164,0.447,120.3
Parking Lot,blink-182,Punk Rock,3,0.757,0.498,0.51,152.2
Cycles,The Dear Hunter,Progressive Rock,26,0.354,0.426,0.205,80.0
21 Guns,Green Day,Punk Rock,36,0.321,0.89,0.428,127.2
I Wanna Rock,Twisted Sister,Other,4,0.458,0.141,0.25,106.4
City Escape,The Dear Hunter,Progressive Rock,20,0.471,0.847,0.578,97.2
Crystalline,Poets of the Fall,Alternative Rock,5,0.777,0.71,0.515,85.7
Under My Skin,Blackfield,Other,3,0.804,0.807,0.359,118.9
Set Fire to the Hive,Karnivool,Other,4,0.629,0.859,0.339,132.2
If You Were Here,Thompson Twins,Other,6,0.626,0.874,0.538,98.8
Talk Is Cheap,Chet Faker,Electronic,8,0.627,0.678,0.728,133.4
Trátame Suavemente - Remasterizado 2007,Soda Stereo,Latin Rock,17,0.197,0.457,0.556,116.3
Pride (In The Name Of Love) - Remastered 2009,U2,Other,3,0.555,0.538,0.779,103.3
HUMBLE. - SKRILLEX REMIX,Skrillex,Electronic,3,0.901,0.934,0.868,150.037
Mr. Brownstone,Guns N' Roses,Classic Rock,3,0.356,0.451,0.752,97.3
Paradigm Shift,Liquid Tension Experiment,Other,12,0.653,0.868,0.361,154.2
Guardian Angel,Riverside,Other,3,0.798,0.244,0.263,118.1
93 Million Miles,Thirty Seconds To Mars,Alternative Rock,9,0.38,0.287,0.376,153.3
Half a Marathon Man,Sonata Arctica,Power Metal,10,0.809,0.303,0.747,133.7
'39 - Remastered 2011,Queen,Classic Rock,4,0.299,0.891,0.935,74.1
Stellar - Acoustic,Incubus,Other,3,0.404,0.197,0.36,81.9
Vicarious,TOOL,Other,9,0.506,0.877,0.302,114.589
Narcissistic Cannibal (feat. Skrillex & Kill the Noise),Korn,Metal,15,0.864,0.637,0.233,104.3
Out Go The Lights,Aerosmith,Classic Rock,5,0.652,0.818,0.668,104.8
Mauerbauertraurigkeit,Closure in Moscow,Other,16,0.242,0.451,0.228,101.2
Song For Someone - From Acoustic Sessions,U2,Other,11,0.72,0.386,0.09,100.1
Devour,Shinedown,Hard Rock,5,0.799,0.465,0.69,146.6
Running Lights,Sonata Arctica,Power Metal,8,0.568,0.347,0.73,148.5
Fade to Black,Sonata Arctica,Power Metal,3,0.369,0.219,0.278,98.2
Estadio Azteca - Jamón del medio,Andrés Calamaro,Other,6,0.735,0.525,0.747,101.7
KIssing Cousins,Closure in Moscow,Other,7,0.267,0.106,0.834,127.1
Nothing Compares 2 U,Chris Cornell,Grunge,3,0.148,0.209,0.354,103.1
Daughter of the Mountain,Caligula's Horse,Other,8,0.542,0.661,0.826,83.5
Rock the Casbah - Remastered,The Clash,Other,3,0.418,0.802,0.75,67.5
The Lie Eternal,Poets of the Fall,Alternative Rock,5,0.312,0.562,0.118,151.1
Lost and Lonely,The Rasmus,Alternative Rock,11,0.911,0.636,0.257,101.1
Look Outside,IAMX,Electronic,33,0.336,0.29,0.759,99.0
This Could Be Love,Alkaline Trio,Other,3,0.464,0.117,0.107,90.9
Night Of The Hunter - Shannon Leto Remix,Thirty Seconds To Mars,Alternative Rock,12,0.838,0.436,0.179,138.3
Seven,Tash Sultana,Other,4,0.565,0.436,0.411,91.6
Mareo,Babasonicos,Other,5,0.527,0.808,0.705,87.7
Rosanna,TOTO,Other,3,0.053,0.557,0.641,121.2
And I Love Her - Remastered 2009,The Beatles,Classic Rock,3,0.767,0.331,0.636,113.312
Burn the Pages,Sia,Other,8,0.343,0.038,0.422,150.5
"Can't Change Me - Recorded Live At Queen Elizabeth Theatre, Toronto, ON on April 20, 2011",Chris Cornell,Grunge,8,0.142,0.852,0.554,124.5
Call Me When You're Sober,Evanescence,Hard Rock,12,0.453,0.858,0.289,176.1
Believe Me Now,Electric Light Orchestra,Other,3,0.37,0.114,0.295,94.9
Hijack,Hans Zimmer,Soundtrack,3,0.072,0.447,0.116,120.1
Born in Space,Owane,Other,3,0.619,0.547,0.499,108.8
Time Flies,Porcupine Tree,Progressive Rock,5,0.332,0.556,0.631,112.8
Higher Ground,Imagine Dragons,Pop Rock,8,0.419,0.729,0.573,129.6
Decisiones Apresuradas,Fito Paez,Latin Rock,3,0.806,0.293,0.367,78.0
The Stage,Avenged Sevenfold,Hard Rock,66,0.617,0.461,0.336,160.5
Get Lucky,Halestorm,Other,20,0.574,0.851,0.159,98.4
Hunted Down,Soundgarden,Grunge,7,0.758,0.295,0.245,133.3
Nearly Forgot My Broken Heart,Chris Cornell,Grunge,8,0.685,0.538,0.45,122.0
Firelight,Caligula's Horse,Other,9,0.355,0.379,0.688,118.9
I'm Gonna Be (500 Miles),The Proclaimers,Other,14,0.657,0.436,0.852,123.3
Black And White,INXS,Other,4,0.887,0.406,0.884,145.3
A Veces Vuelvo - En Vivo,Catupecu Machu,Other,7,0.101,0.587,0.442,60.0
The Most Cursed of Hands / Who Am I,The Dear Hunter,Progressive Rock,3,0.519,0.299,0.718,102.8
One of My Turns,Pink Floyd,Progressive Rock,12,0.315,0.218,0.156,175.868
Shallow,Porcupine Tree,Progressive Rock,16,0.151,0.732,0.146,93.4
Talkin’ 2 Myself,Eminem,Hip Hop,4,0.323,0.789,0.187,103.0
Magoo,Eruca Sativa,Latin Rock,15,0.91,0.332,0.617,101.4
Where Are Ü Now (with Justin Bieber),Jack Ü,Other,9,0.432,0.781,0.197,139.432
When You Came into My Life - Studio Edit,Scorpions,Other,5,0.63,0.656,0.0848,125.966
Rebel Rebel - 1999 Remaster,David Bowie,Classic Rock,4,0.279,0.7,0.9,145.1
Humildad - En Vivo,Carajo,Other,4,0.712,0.557,0.133,93.2
Persephone,Opeth,Progressive Metal,14,0.222,0.326,0.636,130.7
His Hands Matched His Tongue,The Dear Hunter,Progressive Rock,9,0.339,0.57,0.589,126.8
dorothea,Taylor Swift,Pop,7,0.8,0.03,0.86,89.7
Tieduprightnow,Parcels,Other,4,0.863,0.533,0.738,102.025
The River North,The Dear Hunter,Progressive Rock,7,0.696,0.721,0.23,123.6
Resonance,Home,Other,6,0.659,0.447,0.334,109.5
What Have You Done (feat. Keith Caputo),Within Temptation,Other,3,0.681,0.695,0.489,76.3
Fly Me To The Moon,Frank Sinatra,Other,4,0.552,0.702,0.23,98.7
dorothea,Taylor Swift,Pop,5,0.198,0.473,0.331,99.0
The Blind House - Live,Porcupine Tree,Progressive Rock,14,0.669,0.507,0.165,106.1
"Call Me A Dog - Live At Queen Elizabeth Theatre, Toronto, ON/2011",Chris Cornell,Grunge,5,0.569,0.29,0.567,65.7
Thriller,Michael Jackson,Pop,3,0.496,0.421,0.522,68.5
God Damn,Avenged Sevenfold,Hard Rock,46,0.543,0.419,0.813,119.2
Night After Night (Out Of The Shadows),The Rasmus,Alternative Rock,6,0.114,0.454,0.475,72.8
Run for the Sun,Mostly Autumn,Other,4,0.544,0.506,0.435,160.2
"The Stupid, the Proud",IAMX,Electronic,26,0.521,0.34,0.373,159.6
Believe,Lenny Kravitz,Classic Rock,8,0.57,0.395,0.625,130.7
Little Deaths,IAMX,Electronic,9,0.396,0.65,0.797,164.0
Rats Return,Porcupine Tree,Progressive Rock,8,0.727,0.279,0.584,110.7
Teardrop,Massive Attack,Other,5,0.615,0.419,0.216,76.997
Into You,Dead By Sunrise,Other,14,0.473,0.785,0.376,183.991
A Pain That I'm Used To,Depeche Mode,Electronic,3,0.318,0.647,0.143,140.7
Sailor,IAMX,Electronic,3,0.373,0.295,0.496,121.7
Revelations,Audioslave,Other,4,0.115,0.433,0.198,133.6
Only Shallow - Remastered Version,my bloody valentine,Other,9,0.528,0.879,0.542,85.6
